,SPY,AGG
,close,close
date,,
2019-07-17,-0.006573020586566947,0.002616620048723428
2019-07-18,0.003660912205279754,0.0016198704103671524
2019-07-19,-0.005554997824850139,-0.0011680143755614658
2019-07-22,0.002456506376821155,0.0012593325537464395
2019-07-23,0.0071500503524672965,-0.000988231066391121
2019-07-24,0.004699530046995415,0.0014388489208632116
2019-07-25,-0.004777070063694211,-0.001526580459770166
2019-07-26,0.006699999999999928,0.00017987229067362165
2019-07-29,-0.0018211317506042768,0.0004495998561282466
2019-07-30,-0.002454720360910101,-8.987956138784003e-05
2019-07-31,-0.010940409683426466,0.00044943820224707665
2019-08-01,-0.008707931277947889,0.005480682839173356
2019-08-02,-0.007529507529507429,0.0003574300777411388
2019-08-05,-0.03007313239013054,0.004376953997320188
2019-08-06,0.01402297230639138,0.0026680896478121774
2019-08-07,0.0005906879777624052,-0.000532197977647586
2019-08-08,0.019620099315900807,0.0009762158324457815
2019-08-09,-0.006811525100470006,-0.0013299051334338952
2019-08-12,-0.012173376311638506,0.003639914772727293
2019-08-13,0.015551775610094909,-0.00141530296329051
2019-08-14,-0.029567595282857795,0.0031003631854016334
2019-08-15,0.002641775272983482,0.004592016955139666
2019-08-16,0.014754962234323044,-0.0007911392405063333
2019-08-19,0.01204777566210824,-0.0026392187912377407
2019-08-20,-0.007662573119419869,0.0027344094557644194
2019-08-21,0.008135406253231725,-0.000527797325826862
2019-08-22,-0.00030774491366036827,-0.0026403802147509925
2019-08-23,-0.025687508551101357,0.004059301094246459
2019-08-26,0.011058451816745585,-0.0004394445420987658
2019-08-27,-0.003923611111111058,0.0031653917172249635
2019-08-28,0.007041517063478109,8.765010079758717e-05
2019-08-29,0.012773027796046943,-0.0006134969325152229
2019-08-30,-0.0004443229202268917,0.0008769622029289881
2019-09-03,-0.005847153359548551,-0.002540962060807783
2019-09-04,0.01135034738942009,0.0017568517217148027
2019-09-05,0.012855393823969496,-0.004296737986671406
2019-09-06,0.0007722785575179358,0.0010568031704094594
2019-09-09,0.0005032712632107028,-0.004222750065980496
2019-09-10,-0.00023474178403748436,-0.005389168654474807
2019-09-11,0.007110991849193393,0.0001776514478593061
2019-09-12,0.0034637801831807202,-0.001598579040852477
2019-09-13,-0.0006638122738891195,-0.0059597936310265
2019-09-16,-0.0030887774419606773,0.0026845637583892135
2019-09-17,0.0025319829424306217,0.0015171798304327577
2019-09-18,0.000598165625415481,0.001158438780965998
2019-09-19,-6.64231152441852e-05,0.0014241210502894397
2019-09-20,-0.009299853859439433,0.003644120522620087
2019-09-23,-0.00023467882526484463,0.00044279135671265735
2019-09-24,-0.0078468193554877,0.0027440913516862953
2019-09-25,0.00591475986074963,-0.004149011299435013
2019-09-26,-0.0020831933337813746,0.0016842478503678038
2019-09-27,-0.005387205387205496,0.0012389380530972716
2019-09-30,0.004637779282329113,0.0002651582110659856
2019-10-01,-0.011894733295144344,-0.00044181320137848257
2019-10-02,-0.017664711499113417,0.0007072135785006761
2019-10-03,0.008192737624106217,0.003886925795052898
2019-10-04,0.013532125886646984,0.0015839493136218241
2019-10-07,-0.004314591472736717,-0.002723598664557958
2019-10-08,-0.015524771393476189,0.00035239185974789144
2019-10-09,0.009496412851349945,-0.0005284015852047297
2019-10-10,0.006763484052597413,-0.0034364261168384758
2019-10-11,0.010366934933842442,-0.003271441202475578
2019-10-14,-0.0011138112596191796,0.001685443094118666
2019-10-15,0.00990032100016891,-0.0032766560396741973
2019-10-16,-0.0016059957173447659,0.0017769880053308817
2019-10-17,0.0029490616621983268,-0.0002660753880265876
2019-10-18,-0.004377171879176522,0.0007097232079489313
2019-10-21,0.006779205960331547,-0.002748226950354593
2019-10-22,-0.0032667755591854197,0.0015112454440395773
2019-10-23,0.002909601685562313,0.0007988638380969082
2019-10-24,0.0016339869281045694,0.0002660753880265876
2019-10-25,0.0040949495622066845,-0.0014186912573150856
2019-10-28,0.005636604774535758,-0.0021310602024507963
2019-10-29,-0.00029673590504464276,8.89838049475955e-05
2019-10-30,0.0030671811615712308,0.0028472284011031856
2019-10-31,-0.0026632471887946263,0.003903823973028242
2019-11-01,0.00926383806415454,-0.0019443216968625388
2019-11-04,0.0040177696478735925,-0.002479412025148342
2019-11-05,-0.0011061587012396457,-0.003728362183755052
2019-11-06,0.0002279907500897238,0.0015147465027176565
2019-11-07,0.0035167697818299093,-0.0047153024911031904
2019-11-08,0.002466091245376001,-0.0005363368195226981
2019-11-11,-0.0019097559396645813,0.0001788748770235049
2019-11-12,0.0021079941624775334,0.0010730573191450876
2019-11-13,0.00032362459546941835,0.001786511835641047
2019-11-14,0.001455839534131309,0.002853321444493906
2019-11-15,0.007236310773703902,-0.0005334755934915947
2019-11-18,0.0007376759998716231,0.0018681611956232747
2019-11-19,-0.0002884430485224909,0.0007103534008168211
2019-11-20,-0.0037187830603020444,0.002395740905057675
2019-11-21,-0.0016089069086462349,-0.001416305213773561
2019-11-22,0.002223869532987477,0.0005318677422214702
2019-11-25,0.007750192950861878,0.0009745725170549058
2019-11-26,0.0022656923126016526,0.0014161798548415483
2019-11-27,0.004457463066734668,-0.0012374049849743773
2019-11-29,-0.0037086344617726086,-0.0012389380530973826
2019-12-02,-0.008494798129235481,-0.0032783980152402137
2019-12-03,-0.006706456167372532,0.00453373633211851
2019-12-04,0.006170247132934792,-0.0016814159292035669
2019-12-05,0.0017979836897192847,-0.0011523801081464446
2019-12-06,0.0091340298698801,-0.001419950301739581
2019-12-09,-0.0031441547305237627,0.0005332385353715718
2019-12-10,-0.001115075825156131,-0.00035530289571850115
2019-12-11,0.0028386438299365935,0.002665718855517918
2019-12-12,0.008619044590038705,-0.004253810705423633
2019-12-13,0.0005991233878850366,0.004004983980064214
2019-12-16,0.00687003655615781,-0.0020388263451821542
2019-12-17,0.00021909233176842235,8.882572392976407e-05
2019-12-18,6.258409738069126e-05,-0.001953992361666157
2019-12-19,0.0040990018461153355,-0.0006229420663879104
2019-12-20,-0.0005297600498596067,0.00017809439002669514
2019-12-23,0.0015277647865805655,-0.0007122507122506727
2019-12-24,3.1131311873489054e-05,0.0012473271560939914
2019-12-26,0.0053232886094074505,0.0008898380494750668
2019-12-27,-0.0002477240354245014,0.0013335704125176928
2019-12-30,-0.005513225546676659,0.0
2019-12-31,0.002429301108757942,-0.0023084435763117694
2020-01-02,0.009351892127011707,0.0027587434368603336
2020-01-03,-0.007572259673099935,0.0029286474973375665
2020-01-06,0.003815018144598392,-0.0007963897000266007
2020-01-07,-0.0028117661599307286,-0.0010626992561105775
2020-01-08,0.005329532426486372,-0.0011524822695034853
2020-01-09,0.006780705809831922,0.0010650572468271502
2020-01-10,-0.0028776978417266452,0.0016845465023493933
2020-01-13,0.006877283473028184,-0.0006195786864932051
2020-01-14,-0.0015246226558927045,0.0008856611460454911
2020-01-15,0.00225988700564983,0.0015042916556056163
2020-01-16,0.008318352174045529,0.0
2020-01-17,0.003112534751601448,-0.00114861282912182
2020-01-21,-0.001958126223828849,0.002830605926581242
2020-01-22,0.00012073649260480046,0.000529240539825393
2020-01-23,0.0011468582121085813,0.0013224014810895302
2020-01-24,-0.00889304232485244,0.0018489170628632756
